scene,image_path,mask_path,image_name,total_pixels,forest_pixels,background_pixels,forest_percentage,background_percentage,cumulative_forest_pixels,cumulative_background_pixels,cumulative_total_pixels,cumm_forest_percent,cumm_background_percent
Rural,LoveDa/Train/Train/Rural/images_png/1271.png,LoveDa/Train/Train/Rural/masks_png/1271.png,1271.png,1048576,1000823,47753,95.44591903686523,4.554080963134766,47507133,727363,48234496,0.9849202736564304,0.015079726343569548
Rural,LoveDa/Train/Train/Rural/images_png/687.png,LoveDa/Train/Train/Rural/masks_png/687.png,687.png,1048576,1000776,47800,95.44143676757812,4.558563232421875,48507909,775163,49283072,0.9842712118270549,0.01572878817294506
Rural,LoveDa/Train/Train/Rural/images_png/1007.png,LoveDa/Train/Train/Rural/masks_png/1007.png,1007.png,1048576,996932,51644,95.07484436035156,4.9251556396484375,49504841,826807,50331648,0.9835728208223978,0.01642717917760213
Rural,LoveDa/Train/Train/Rural/images_png/934.png,LoveDa/Train/Train/Rural/masks_png/934.png,934.png,1048576,996679,51897,95.05071640014648,4.949283599853516,50501520,878704,51380224,0.9828980114995217,0.017101988500478317
Rural,LoveDa/Train/Train/Rural/images_png/1081.png,LoveDa/Train/Train/Rural/masks_png/1081.png,1081.png,1048576,995786,52790,94.9655532836914,5.034446716308594,51497306,931494,52428800,0.9822331619262695,0.01776683807373047
Rural,LoveDa/Train/Train/Rural/images_png/333.png,LoveDa/Train/Train/Rural/masks_png/333.png,333.png,1048576,993430,55146,94.7408676147461,5.259132385253906,52490736,986640,53477376,0.9815503288717831,0.01844967112821691
Rural,LoveDa/Train/Train/Rural/images_png/1011.png,LoveDa/Train/Train/Rural/masks_png/1011.png,1011.png,1048576,984794,63782,93.91727447509766,6.082725524902344,53475530,1050422,54525952,0.9807353753309983,0.019264624669001654
Rural,LoveDa/Train/Train/Rural/images_png/559.png,LoveDa/Train/Train/Rural/masks_png/559.png,559.png,1048576,984708,63868,93.90907287597656,6.0909271240234375,54460238,1114290,55574528,0.9799496272824845,0.020050372717515478
Rural,LoveDa/Train/Train/Rural/images_png/770.png,LoveDa/Train/Train/Rural/masks_png/770.png,770.png,1048576,983955,64621,93.83726119995116,6.162738800048828,55444193,1178911,56623104,0.9791796825550221,0.020820317444977938
Rural,LoveDa/Train/Train/Rural/images_png/1119.png,LoveDa/Train/Train/Rural/masks_png/1119.png,1119.png,1048576,982571,66005,93.70527267456056,6.294727325439453,56426764,1244916,57671680,0.9784137379039418,0.02158626209605824
Rural,LoveDa/Train/Train/Rural/images_png/516.png,LoveDa/Train/Train/Rural/masks_png/516.png,516.png,1048576,975932,72644,93.07212829589844,6.9278717041015625,57402696,1317560,58720256,0.9775620869227818,0.02243791307721819
Rural,LoveDa/Train/Train/Rural/images_png/159.png,LoveDa/Train/Train/Rural/masks_png/159.png,159.png,1048576,969967,78609,92.50326156616212,7.496738433837891,58372663,1396169,59768832,0.9766405172515333,0.023359482748466626
Rural,LoveDa/Train/Train/Rural/images_png/664.png,LoveDa/Train/Train/Rural/masks_png/664.png,664.png,1048576,966620,81956,92.18406677246094,7.8159332275390625,59339283,1478125,60817408,0.9756956922596899,0.024304307740310144
Rural,LoveDa/Train/Train/Rural/images_png/555.png,LoveDa/Train/Train/Rural/masks_png/555.png,555.png,1048576,966139,82437,92.1381950378418,7.861804962158203,60305422,1560562,61865984,0.9747751203633971,0.025224879636602887
Rural,LoveDa/Train/Train/Rural/images_png/162.png,LoveDa/Train/Train/Rural/masks_png/162.png,162.png,1048576,959883,88693,91.54157638549805,8.458423614501953,61265305,1649255,62914560,0.9737857977549235,0.026214202245076496
Rural,LoveDa/Train/Train/Rural/images_png/477.png,LoveDa/Train/Train/Rural/masks_png/477.png,477.png,1048576,956568,92008,91.22543334960938,8.774566650390625,62221873,1741263,63963136,0.9727770852260902,0.02722291477390977
Rural,LoveDa/Train/Train/Rural/images_png/943.png,LoveDa/Train/Train/Rural/masks_png/943.png,943.png,1048576,953819,94757,90.9632682800293,9.036731719970703,63175692,1836020,65011712,0.9717586271224483,0.028241372877551664
Rural,LoveDa/Train/Train/Rural/images_png/373.png,LoveDa/Train/Train/Rural/masks_png/373.png,373.png,1048576,951441,97135,90.73648452758788,9.26351547241211,64127133,1933155,66060288,0.9707365036010742,0.02926349639892578
Rural,LoveDa/Train/Train/Rural/images_png/1188.png,LoveDa/Train/Train/Rural/masks_png/1188.png,1188.png,1048576,942539,106037,89.88752365112305,10.112476348876951,65069672,2039192,67108864,0.9696136713027954,0.03038632869720459
Rural,LoveDa/Train/Train/Rural/images_png/785.png,LoveDa/Train/Train/Rural/masks_png/785.png,785.png,1048576,938353,110223,89.48831558227539,10.51168441772461,66008025,2149415,68157440,0.9684639710646409,0.031536028935359076
Rural,LoveDa/Train/Train/Rural/images_png/928.png,LoveDa/Train/Train/Rural/masks_png/928.png,928.png,1048576,937128,111448,89.37149047851562,10.628509521484377,66945153,2260863,69206016,0.9673314094543457,0.0326685905456543
Rural,LoveDa/Train/Train/Rural/images_png/561.png,LoveDa/Train/Train/Rural/masks_png/561.png,561.png,1048576,935329,113247,89.19992446899414,10.80007553100586,67880482,2374110,70254592,0.9662070487862202,0.03379295121377973
Rural,LoveDa/Train/Train/Rural/images_png/552.png,LoveDa/Train/Train/Rural/masks_png/552.png,552.png,1048576,933375,115201,89.01357650756836,10.98642349243164,68813857,2489311,71303168,0.9650883534375359,0.034911646562464094
Rural,LoveDa/Train/Train/Rural/images_png/652.png,LoveDa/Train/Train/Rural/masks_png/652.png,652.png,1048576,931602,116974,88.84449005126953,11.155509948730469,69745459,2606285,72351744,0.9639775787574657,0.03602242124253425
Rural,LoveDa/Train/Train/Rural/images_png/1056.png,LoveDa/Train/Train/Rural/masks_png/1056.png,1056.png,1048576,930901,117675,88.77763748168945,11.222362518310549,70676360,2723960,73400320,0.9628889901297433,0.03711100987025669
Rural,LoveDa/Train/Train/Rural/images_png/1234.png,LoveDa/Train/Train/Rural/masks_png/1234.png,1234.png,1048576,926306,122270,88.33942413330078,11.66057586669922,71602666,2846230,74448896,0.9617693457804936,0.03823065421950649
Rural,LoveDa/Train/Train/Rural/images_png/424.png,LoveDa/Train/Train/Rural/masks_png/424.png,424.png,1048576,920451,128125,87.78104782104492,12.218952178955078,72523117,2974355,75497472,0.9606032503975762,0.03939674960242377
Rural,LoveDa/Train/Train/Rural/images_png/2.png,LoveDa/Train/Train/Rural/masks_png/2.png,2.png,1048576,914057,134519,87.17126846313477,12.828731536865234,73437174,3108874,76546048,0.9593855714144772,0.0406144285855228
Rural,LoveDa/Train/Train/Rural/images_png/605.png,LoveDa/Train/Train/Rural/masks_png/605.png,605.png,1048576,904224,144352,86.2335205078125,13.7664794921875,74341398,3253226,77594624,0.9580740799774995,0.04192592002250053
Rural,LoveDa/Train/Train/Rural/images_png/86.png,LoveDa/Train/Train/Rural/masks_png/86.png,86.png,1048576,901707,146869,85.99348068237305,14.006519317626951,75243105,3400095,78643200,0.9567655563354492,0.04323444366455078
Rural,LoveDa/Train/Train/Rural/images_png/235.png,LoveDa/Train/Train/Rural/masks_png/235.png,235.png,1048576,897354,151222,85.5783462524414,14.421653747558594,76140459,3551317,79691776,0.9554368445747777,0.044563155425222295
Rural,LoveDa/Train/Train/Rural/images_png/1006.png,LoveDa/Train/Train/Rural/masks_png/1006.png,1006.png,1048576,896919,151657,85.53686141967773,14.463138580322266,77037378,3702974,80740352,0.9541372571672712,0.045862742832728794
Rural,LoveDa/Train/Train/Rural/images_png/804.png,LoveDa/Train/Train/Rural/masks_png/804.png,804.png,1048576,894052,154524,85.26344299316406,14.736557006835938,77931430,3857498,81788928,0.9528359388693785,0.04716406113062149
Rural,LoveDa/Train/Train/Rural/images_png/491.png,LoveDa/Train/Train/Rural/masks_png/491.png,491.png,1048576,886765,161811,84.56850051879883,15.431499481201172,78818195,4019309,82837504,0.9514795979367027,0.04852040206329732
Rural,LoveDa/Train/Train/Rural/images_png/415.png,LoveDa/Train/Train/Rural/masks_png/415.png,415.png,1048576,885072,163504,84.40704345703125,15.59295654296875,79703267,4182813,83886080,0.9501369833946228,0.049863016605377196
Rural,LoveDa/Train/Train/Rural/images_png/61.png,LoveDa/Train/Train/Rural/masks_png/61.png,61.png,1048576,883283,165293,84.23643112182617,15.763568878173828,80586550,4348106,84934656,0.9488064565776307,0.05119354342236931
Rural,LoveDa/Train/Train/Rural/images_png/94.png,LoveDa/Train/Train/Rural/masks_png/94.png,94.png,1048576,881490,167086,84.06543731689453,15.934562683105469,81468040,4515192,85983232,0.9474875287311834,0.05251247126881669
Rural,LoveDa/Train/Train/Rural/images_png/917.png,LoveDa/Train/Train/Rural/masks_png/917.png,917.png,1048576,880561,168015,83.97684097290039,16.02315902709961,82348601,4683207,87031808,0.9461897080203137,0.05381029197968632
Rural,LoveDa/Train/Train/Rural/images_png/1022.png,LoveDa/Train/Train/Rural/masks_png/1022.png,1022.png,1048576,879014,169562,83.82930755615234,16.170692443847656,83227615,4852769,88080384,0.9449052243005662,0.05509477569943383
Rural,LoveDa/Train/Train/Rural/images_png/837.png,LoveDa/Train/Train/Rural/masks_png/837.png,837.png,1048576,878741,169835,83.80327224731445,16.196727752685547,84106356,5022604,89128960,0.9436479007496553,0.05635209925034467
Rural,LoveDa/Train/Train/Rural/images_png/1024.png,LoveDa/Train/Train/Rural/masks_png/1024.png,1024.png,1048576,877373,171203,83.67280960083008,16.327190399169922,84983729,5193807,90177536,0.9424046472061512,0.057595352793848795
Rural,LoveDa/Train/Train/Rural/images_png/293.png,LoveDa/Train/Train/Rural/masks_png/293.png,293.png,1048576,869343,179233,82.90700912475586,17.09299087524414,85853072,5373040,91226112,0.9411019511606501,0.058898048839349855
Rural,LoveDa/Train/Train/Rural/images_png/953.png,LoveDa/Train/Train/Rural/masks_png/953.png,953.png,1048576,865893,182683,82.5779914855957,17.422008514404297,86718965,5555723,92274688,0.9397914734753695,0.06020852652463046
Rural,LoveDa/Train/Train/Rural/images_png/1122.png,LoveDa/Train/Train/Rural/masks_png/1122.png,1122.png,1048576,862924,185652,82.29484558105469,17.705154418945312,87581889,5741375,93323264,0.9384786305802592,0.061521369419740825
Rural,LoveDa/Train/Train/Rural/images_png/1045.png,LoveDa/Train/Train/Rural/masks_png/1045.png,1045.png,1048576,862697,185879,82.27319717407227,17.726802825927734,88444586,5927254,94371840,0.9371925565931533,0.06280744340684678
Rural,LoveDa/Train/Train/Rural/images_png/149.png,LoveDa/Train/Train/Rural/masks_png/149.png,149.png,1048576,862266,186310,82.23209381103516,17.767906188964844,89306852,6113564,95420416,0.9359302311153203,0.06406976888467977
Rural,LoveDa/Train/Train/Rural/images_png/1217.png,LoveDa/Train/Train/Rural/masks_png/1217.png,1217.png,1048576,858397,190179,81.86311721801758,18.136882781982425,90165249,6303743,96468992,0.934655241344286,0.06534475865571396
Rural,LoveDa/Train/Train/Rural/images_png/708.png,LoveDa/Train/Train/Rural/masks_png/708.png,708.png,1048576,857730,190846,81.79950714111328,18.20049285888672,91022979,6494589,97517568,0.9334008309148973,0.0665991690851027
Rural,LoveDa/Train/Train/Rural/images_png/1334.png,LoveDa/Train/Train/Rural/masks_png/1334.png,1334.png,1048576,856707,191869,81.70194625854492,18.29805374145508,91879686,6686458,98566144,0.932162731251818,0.06783726874818193
Rural,LoveDa/Train/Train/Rural/images_png/859.png,LoveDa/Train/Train/Rural/masks_png/859.png,859.png,1048576,854759,193817,81.51617050170898,18.483829498291016,92734445,6880275,99614720,0.9309311415019789,0.06906885849802118
Rural,LoveDa/Train/Train/Rural/images_png/34.png,LoveDa/Train/Train/Rural/masks_png/34.png,34.png,1048576,854233,194343,81.46600723266602,18.533992767333984,93588678,7074618,100663296,0.9297199845314026,0.07028001546859741
Rural,LoveDa/Train/Train/Rural/images_png/518.png,LoveDa/Train/Train/Rural/masks_png/518.png,518.png,1048576,851892,196684,81.24275207519531,18.757247924804688,94440570,7271302,101711872,0.9285107838738825,0.07148921612611751
Rural,LoveDa/Train/Train/Rural/images_png/279.png,LoveDa/Train/Train/Rural/masks_png/279.png,279.png,1048576,846191,202385,80.69906234741211,19.30093765258789,95286761,7473687,102760448,0.9272707822371502,0.07272921776284977
Rural,LoveDa/Train/Train/Rural/images_png/683.png,LoveDa/Train/Train/Rural/masks_png/683.png,683.png,1048576,842959,205617,80.39083480834961,19.60916519165039,96129720,7679304,103809024,0.926024697043679,0.07397530295632103
Rural,LoveDa/Train/Train/Rural/images_png/374.png,LoveDa/Train/Train/Rural/masks_png/374.png,374.png,1048576,842602,205974,80.3567886352539,19.643211364746097,96972322,7885278,104857600,0.9248001289367676,0.07519987106323242
Rural,LoveDa/Train/Train/Rural/images_png/1359.png,LoveDa/Train/Train/Rural/masks_png/1359.png,1359.png,1048576,842549,206027,80.35173416137695,19.648265838623047,97814871,8091305,105906176,0.9235993092603022,0.07640069073969775
Rural,LoveDa/Train/Train/Rural/images_png/1062.png,LoveDa/Train/Train/Rural/masks_png/1062.png,1062.png,1048576,841948,206628,80.29441833496094,19.705581665039062,98656819,8297933,106954752,0.9224164158690209,0.07758358413097906
Rural,LoveDa/Train/Train/Rural/images_png/473.png,LoveDa/Train/Train/Rural/masks_png/473.png,473.png,1048576,840750,207826,80.18016815185547,19.81983184814453,99497569,8505759,108003328,0.9212453990306669,0.0787546009693331
Rural,LoveDa/Train/Train/Rural/images_png/1360.png,LoveDa/Train/Train/Rural/masks_png/1360.png,1360.png,1048576,839368,209208,80.04837036132812,19.951629638671875,100336937,8714967,109051904,0.9200842288824228,0.07991577111757718
Rural,LoveDa/Train/Train/Rural/images_png/1162.png,LoveDa/Train/Train/Rural/masks_png/1162.png,1162.png,1048576,836695,211881,79.79345321655273,20.206546783447266,101173632,8926848,110100480,0.9189208984375,0.0810791015625
Rural,LoveDa/Train/Train/Rural/images_png/714.png,LoveDa/Train/Train/Rural/masks_png/714.png,714.png,1048576,826064,222512,78.77960205078125,21.22039794921875,101999696,9149360,111149056,0.91768387128722,0.08231612871278007
Rural,LoveDa/Train/Train/Rural/images_png/1280.png,LoveDa/Train/Train/Rural/masks_png/1280.png,1280.png,1048576,824884,223692,78.66706848144531,21.332931518554688,102824580,9373052,112197632,0.9164594489837361,0.08354055101626387
Rural,LoveDa/Train/Train/Rural/images_png/1111.png,LoveDa/Train/Train/Rural/masks_png/1111.png,1111.png,1048576,820613,227963,78.2597541809082,21.740245819091797,103645193,9601015,113246208,0.9152199868802671,0.08478001311973289
Rural,LoveDa/Train/Train/Rural/images_png/622.png,LoveDa/Train/Train/Rural/masks_png/622.png,622.png,1048576,819322,229254,78.13663482666016,21.863365173339844,104464515,9830269,114294784,0.9139919718471142,0.08600802815288579
Rural,LoveDa/Train/Train/Rural/images_png/422.png,LoveDa/Train/Train/Rural/masks_png/422.png,422.png,1048576,818403,230173,78.04899215698242,21.951007843017575,105282918,10060442,115343360,0.9127783168445934,0.0872216831554066
Urban,LoveDa/Train/Train/Urban/images_png/1794.png,LoveDa/Train/Train/Urban/masks_png/1794.png,1794.png,1048576,816374,232202,77.8554916381836,22.144508361816406,106099292,10292644,116391936,0.9115690970206046,0.08843090297939542
Rural,LoveDa/Train/Train/Rural/images_png/847.png,LoveDa/Train/Train/Rural/masks_png/847.png,847.png,1048576,814718,233858,77.69756317138672,22.30243682861328,106914010,10526502,117440512,0.9103673696517944,0.08963263034820557
Rural,LoveDa/Train/Train/Rural/images_png/1003.png,LoveDa/Train/Train/Rural/masks_png/1003.png,1003.png,1048576,814497,234079,77.67648696899414,22.32351303100586,107728507,10760581,118489088,0.9091850466432825,0.09081495335671753
Rural,LoveDa/Train/Train/Rural/images_png/103.png,LoveDa/Train/Train/Rural/masks_png/103.png,103.png,1048576,813801,234775,77.61011123657227,22.389888763427734,108542308,10995356,119537664,0.9080176437110231,0.09198235628897683
Rural,LoveDa/Train/Train/Rural/images_png/1034.png,LoveDa/Train/Train/Rural/masks_png/1034.png,1034.png,1048576,810829,237747,77.32667922973633,22.673320770263672,109353137,11233103,120586240,0.9068458971769914,0.09315410282300866
Rural,LoveDa/Train/Train/Rural/images_png/1293.png,LoveDa/Train/Train/Rural/masks_png/1293.png,1293.png,1048576,799807,248769,76.27553939819336,23.72446060180664,110152944,11481872,121634816,0.9056037376666891,0.09439626233331089
Urban,LoveDa/Train/Train/Urban/images_png/1431.png,LoveDa/Train/Train/Urban/masks_png/1431.png,1431.png,1048576,799374,249202,76.23424530029297,23.76575469970703,110952318,11731074,122683392,0.9043792822422125,0.09562071775778747
Rural,LoveDa/Train/Train/Rural/images_png/1222.png,LoveDa/Train/Train/Rural/masks_png/1222.png,1222.png,1048576,798418,250158,76.14307403564453,23.85692596435547,111750736,11981232,123731968,0.9031678539211467,0.09683214607885328
Rural,LoveDa/Train/Train/Rural/images_png/121.png,LoveDa/Train/Train/Rural/masks_png/121.png,121.png,1048576,791878,256698,75.51937103271484,24.480628967285156,112542614,12237930,124780544,0.9019243737228778,0.09807562627712217
Rural,LoveDa/Train/Train/Rural/images_png/1354.png,LoveDa/Train/Train/Rural/masks_png/1354.png,1354.png,1048576,791154,257422,75.45032501220703,24.54967498779297,113333768,12495352,125829120,0.9006958643595377,0.09930413564046224
Rural,LoveDa/Train/Train/Rural/images_png/1194.png,LoveDa/Train/Train/Rural/masks_png/1194.png,1194.png,1048576,790739,257837,75.41074752807617,24.589252471923828,114124507,12753189,126877696,0.8994843900696305,0.10051560993036948
Rural,LoveDa/Train/Train/Rural/images_png/903.png,LoveDa/Train/Train/Rural/masks_png/903.png,903.png,1048576,782731,265845,74.64704513549805,25.352954864501953,114907238,13019034,127926272,0.8982301774572153,0.10176982254278465
